,Now,Title,View,Coment,Like,Subscriber
23,2020/05/09 17:34:05,IU(아이유)&SUGA(방탄소년단)-eight(에잇)전문리뷰-이노래의 종류?,['20301'],,2000.0,40000.0
24,2020/05/09 17:34:18,미래의 SNS가 궁금하다면?[영화리뷰/결말포함] [블랙미러 '추락],['85'],,5,1000.0
25,2020/05/09 17:34:36,부부의 세계 13회 리뷰 :  그날 혹시 왔었니?.. 준영이의 기억을 몹시도 지우고 싶었던 13회,['137'],,18,4000.0
26,2020/05/09 17:34:49,명문팀 T1의 완벽한 귀환 LCK 결승전 리뷰,['35928'],,439,10000.0
27,2020/05/09 17:35:02,"최신 아이폰 SE 케이스 리뷰 (총 30종) 신상 아이폰에 어떤 케이스가 가장 잘 어울릴까? | 워터멜론 젤리 케이스, 하드 케이스, 카드 케이스 | 마이맘 TV",['4671'],,286,150000.0
28,2020/05/09 17:35:16,슬기로운 의사생활 9화 리뷰.익준이의 매력의 끝은 어디인가?,['18184'],,169,10000.0
29,2020/05/09 17:35:29,"분할 그리고 추억팔이의 굴레, 파이널 판타지 7 리메이크 리뷰 | DO REVIEW",['16118'],,559,110000.0
30,2020/05/09 17:35:42,"정말 괜찮은 폰 , 삼성 갤럭시 A51 5G 리뷰 3분만에 알아보자  A51 성능, A51 리뷰",['1284'],,64,9000.0
31,2020/05/09 17:35:56,[오늘의 위탁 리뷰] DX 가탁크 익스텐더 / GATACK EXTENDER,['843'],,38,40000.0
32,2020/05/09 17:36:16,(영화리뷰 결말포함 추천) 무서운 장면없이 소름 돋았던 영화를 추천합니다 (스포주의),['4869'],,114,7000.0
33,2020/05/09 17:36:29,리파인드3 리뷰. 더이상 흠을 찾지 못한 완성형 로드바이크,['3283'],,127,40000.0
34,2020/05/09 17:36:42,,['1181'],,53,
35,2020/05/09 17:36:55,"인간수업 시즌 1 리뷰 : ""배규리, 그리고 댕댕이와 소라게"" || 박주현 | 넷플릭스추천 | 한국드라마 | Extracurricular | Netflix | Kdrama",['653'],,12,1000.0
36,2020/05/09 17:37:09,슬기로운 의사생활 8화 리뷰(2) 태반박리 환자 수술씬에서 이든쌤이 흥분한 이유는?,['26770'],,597,10000.0
37,2020/05/09 17:37:22,경험을 XM3하라! 르노삼성 XM3 짧은 리뷰!,['317'],,8,구독자 622명
38,2020/05/09 17:37:35,[원피스 979화 리뷰]벌써부터 폭발한 루피와 깜짝 놀랄만한 카이도우의 중대발표!?,['1522'],,51,30000.0
39,2020/05/09 17:37:49,"어버이날 장사 땡(동네 연금복권 1등, 배달리뷰 면역력 강화)",['489'],,23,1000.0
40,2020/05/09 17:38:09,(영화리뷰/결말포함) 춤을 통해 행복을 되찾는 남자의 이야기,['400'],,20,3000.0
41,2020/05/09 17:38:22,중국의 삼성? 메이주17 시리즈 스펙가격리뷰 meizu17pro spec review,['3364'],,147,10000.0
42,2020/05/09 17:38:36,링티 내 돈 주고 산 솔직한 리뷰(잃을 거 없는 리뷰),['343'],,23,7000.0
43,2020/05/09 17:38:49,【귀멸의 칼날 204화 리뷰X라이브 2D】,['66614'],,936,7000.0
44,2020/05/09 17:39:02,캠핑 차박용 중국 대륙산 무시동에어컨 휴대용 에어컨 쓸만할까? 여름에어컨 특집 리뷰! 캠핑 차박 카라반 캠핑카 에어컨  China Camping Air Conditioner,['10130'],,244,20000.0
45,2020/05/09 17:39:16,유용한 일렉기타 청소도구 리뷰,['4695'],,242,60000.0
46,2020/05/09 17:39:29,(구독자이벤트) [주행리뷰] 20대들! 왜 눈치를 봐? 충분히 좋으니까 그냥 사!ㅣ신형아반떼cn7 인스퍼레이션,['2640'],,247,70000.0
47,2020/05/09 17:39:43,똑똑똑 AS 나왔습니다. 크로스오버 32UL990 리뷰 보충편 [4K],['2413'],,128,9000.0
48,2020/05/09 17:39:56,드디어 베일 벗은  LG 벨벳 실물 리뷰! 디자인/색상/스펙 총정리,['413'],,15,
49,2020/05/09 17:40:09,난... 슬플 땐 힙합을 춰 '언플러그드 보이' 추억 리뷰,['3985'],,274,70000.0
50,2020/05/09 17:40:31,"[홈카페] 펠로우 프리스모(FELLOW PRISMO) ] 리뷰, 에어로프레스로 내리는 에스프레소 추출도구",['399'],,38,1000.0
51,2020/05/09 17:40:44,미군전투식량 리뷰 USA Military Ration Taste Test | FIRST STRIKE RATION Menu 1 |  진상도 | FRS | 진상리뷰 EP. 6,['4'],,1,10000.0
52,2020/05/09 17:40:58,20SS 신상 반팔 티셔츠 전격 리뷰!!! (Feat.인더톤 초이스),['2738'],,84,8000.0
53,2020/05/09 17:41:11,현직 정신과 전문의가 바라보는 김윤기는? [부부의 세계 리뷰],['6109'],,321,50000.0
54,2020/05/09 17:41:24,광고❌ 롬앤 신상! 매트쿠션 VS  제로쿠션 밀착리뷰 (feat.내돈내산💸 팩폭리뷰⚡️) | 여름쿠션 추천 | HOONION,['14354'],,943,250000.0
55,2020/05/09 17:41:36,"여름맞이 필수템! 명품 선글라스 리뷰(feat. 디올, 크롬하츠, 레이밴) & 성인 여드름 방지 선크림",['5528'],,280,10000.0
56,2020/05/09 17:41:48,기가바이트 에어로 15 OLED (2020) 최종리뷰 - 결점 있는 올라운더,['673'],,18,8000.0
57,2020/05/09 17:42:00,인포콘 옵션이 장착된 3201만원 리스펙트 코란도 리뷰,['138'],,7,10000.0
58,2020/05/09 17:42:12,충전 햄머드릴 비교리뷰. 한판 붙어보자! 충격적 결말..?TE 6-A22/DCH273P2/M18 CHP-502X  [HILTI vs DEWALT vs Mliwaukee],['2631'],,99,9000.0
59,2020/05/09 17:42:24,무과금으로 리뷰하기ㅋㅋㅋㅋㅋㅋ「볼트 X / F724-R」,['31536'],,632,50000.0
60,2020/05/09 17:42:36,(사건파일리뷰) 죽은 아들을 유학갔다고 생각하라는 범인. 사람일까 - 구파발 검문소 사건 | 너사세 | 샨나엘,['2794'],,202,50000.0
61,2020/05/09 17:42:48,🎢 파키텍트 DLC 캠페인 리뷰 | Parkitect DLC Campaign Review,['106'],,15,4000.0
62,2020/05/09 17:43:00,베스트슬립 Z8 Black | 45cm 프리미엄 트리플 필로우탑! 매트리스 완전 리뷰 [슬립마스터],['1852'],,76,
63,2020/05/09 17:43:21,2% 반등한 비자 이제 괜찮을까? (어닝 핵심만 리뷰),['2307'],,203,8000.0
64,2020/05/09 17:43:33,[개봉기/비교 리뷰] 갤럭시 A51 개봉기 및 제품 비교 리뷰 (with 홍미노트 9S),['303'],,10,
65,2020/05/09 17:43:44,"[1시간만 리뷰] 2020년 5월 PSN+ 파밍시뮬레이터19, 시티즈 : 스카이라인 리뷰",['110'],,9,1000.0
66,2020/05/09 17:43:56,자가제빵선명희피자 페퍼로니치즈폭탄피자 리뷰 feat. 강서점,['57'],,7,10000.0
67,2020/05/09 17:44:09,"""군도(도둑떼)"" by 프리드리히 실러 한번에 끝내기 (문학줍줍 책 요약 리뷰 | Book Review)",['412'],,32,30000.0
68,2020/05/09 17:44:21,"[HOTBOX] with Paloalto / pH-1 [‘X’, THE WORST MIXTAPE] 앨범 리뷰",['3406'],,310,1000.0
69,2020/05/09 17:44:33,[블소레볼루션]린검사 전설무공!광흡장?! 리뷰!띠로링!,['1459'],,26,1000.0
70,2020/05/09 17:44:45,발크 엘리트 M 언박싱 및 리뷰,['345'],,25,9000.0
71,2020/05/09 17:44:57,[리뷰+나눔] 입호흡액상 할로윈 미스오렌지 미스망고 미스애플 미스스트로베리,['1470'],,198,10000.0
72,2020/05/09 17:45:09,,['31'],,6,2000.0
73,2020/05/09 17:45:21,📷 [리뷰] 브이로그용 소니 10-18mm 광각줌렌즈 리뷰 및 촬영테스트 sel1018 | 셀카 접사 E마운트 a6400 a5100 미러리스 카메라,['66'],,13,3000.0
74,2020/05/09 17:45:33,"1-2 책 리뷰, 주식 쓰레드 공부 순서와 print말고 로그라는 것을 이용해서 데이터 기록하기",['118'],,5,2000.0
75,2020/05/09 17:45:45,타로리뷰 무드타로카드 언박싱 MOOD TAROT by kenji(어도러블타로),['262'],,34,
76,2020/05/09 17:45:57,1부 데브시스터즈에서 선물이!? 언박싱 리뷰 2부 펫 / 보물 티어 정리 3부 매칭 Top50등 20만원 미션!! 4부 부대찌게 먹방,['15448'],,131,30000.0
77,2020/05/09 17:46:09,"월드오브탱크 블리츠 Su-130 PM_ 소콜지 리뷰, 상자깡은 실패했지만 리뷰는 할 수 있지...!//world of tanks blitz",['307'],,17,3000.0
78,2020/05/09 17:46:21,부부의세계13화. 앞으로의 사건들을 예고한 연출 4장면,['77508'],,1000.0,10000.0
79,2020/05/09 17:46:45,[아이담TV] ※5분 코인 리뷰※ 비트코인 가격 폭등 임박!!?😲🥁,['1101'],,87,2000.0
80,2020/05/09 17:46:57,국가대표vs런예인-남자대결/뉴발란스퓨어셀TC 10km리뷰/Match with national runner,['374'],,56,10000.0
81,2020/05/09 17:47:09,Ryzen5 노트북 LENOVO S340 15API R5 배틀그라운드 테스트 리뷰,['259'],,6,10000.0
82,2020/05/09 17:47:21,앞으로는 시키는 대로 먹겠습니다. 홍콩 새우완탕면 도전기ㅣ 안주리뷰ㅣ가성비 안주ㅣ코스트코 통새우완탕,['864'],,44,10000.0
83,2020/05/09 17:47:33,BMW X3M 시승 리뷰 0-100Km 4초[일반유 성인2명](feat. 승차감 & 데일카로 어떤 차량일까?),['383'],,13,6000.0
84,2020/05/09 17:47:45,바람계곡의 나우시카 (1984) [결말포함/리뷰],['641'],,34,8000.0
85,2020/05/09 17:47:57,중간 트림에 옵션 많이 빠진 신형 아반떼 리뷰?! - 카쉐어링 시승 이벤트 체험,['915'],,23,20000.0
86,2020/05/09 17:48:09,"[위스키 리뷰]#45 버번 입문 추천, 버팔로 트레이스 버번 위스키",['149'],,12,4000.0
87,2020/05/09 17:48:21,기타리스트 이정훈 페달보드 리뷰 part.1,['149'],,18,구독자 995명
88,2020/05/09 17:48:33,[텐블러] 픽셀건 ‘저격수 녀석’ 리뷰!,['77'],,4,구독자 124명
89,2020/05/09 17:48:46,레노버 씽크북14 리뷰 - 씽크패드와 닮은 점이 있긴 한가요?!,['108'],,4,구독자 181명
90,2020/05/09 17:48:58,기자들과 함께하는 유통산업포럼 2020 리뷰세미나!,['150'],,4,2000.0
91,2020/05/09 17:49:10,레고 호환블록 에이브람스 탱크 리뷰,['27'],,2,구독자 259명
92,2020/05/09 17:49:21,차주와 함께 하는 테슬라 모델3 퍼포먼스 찐리뷰 2부(TESLA MODEL 3 PERFORMANCE REVIEW #2),['282'],,8,5000.0
93,2020/05/09 17:49:34,"[Weekly리뷰(5.8)-주식입문, 주식초보] 진단키트관련주-씨젠, edgc, 오상자이엘, 웰크론 /동성제약, 샘표, 플레이위드, 유니온머티리얼 등 추천주 매매사례 리뷰!",['400'],,10,3000.0
94,2020/05/09 17:49:45,베이포레소 오스몰 리뷰 ! : 오!작어! 팟디바이스 입니다.,['501'],,25,5000.0
95,2020/05/09 17:49:58,데드리프트화 노토리우스리프트 언박싱 리뷰 데드리프트 신발 notorious lift unboxing,['22'],,4,2000.0
96,2020/05/09 17:50:10,(협찬없는 리뷰)마스크속 나의 피부관리 1탄,['173'],,23,1000.0
97,2020/05/09 17:50:22,미녀 색소폰 연주자와 이스트만 색소폰 리뷰 - LIVE,['443'],,37,1000.0
98,2020/05/09 17:50:47,"마사지건 추천 리뷰ㅣ마사지 세 번 참고 '마사지 건' 산다, 수험생/직장인/운동선수 근육 풀기 좋은 [머슬테크 마사지건]",['33'],,4,1000.0
99,2020/05/09 17:50:59,픽셀건 악마 포집기 리뷰 [ Pixel gun 3d Demon Catcher Review ],['252'],,30,6000.0
100,2020/05/09 17:51:11,장난감이 말을 해요... / 장난감리뷰 / 또치의하루,['53'],,15,구독자 174명
101,2020/05/09 17:51:23,[던파] 시로코레이드 리뷰 신규 지혜의 산물(무기)/보상/신규마부 한눈에 보기,['1206'],,23,10000.0
102,2020/05/09 17:51:35,집에서 탄산수를 만든다고? 소다 스트림 소스 V3 리얼리뷰.,['2'],,1,구독자 145명
103,2020/05/09 17:51:47,(#9 리뷰) 부캐너125 반년동안 3400Km 주행 후기 / 나의 필렌은 언제쯤올까..,['204'],,12,구독자 292명
104,2020/05/09 17:51:59,,['804'],,14,10000.0
105,2020/05/09 17:52:12,"2020년 5월 신상 아이스크림 리뷰(슈퍼콘 바닐라, 딸기, 초코, 강릉 초당 순두부 아이스크림, 초코 순두부 아이스크림, 죠크박, 핑크 죠스바,덴마크 드링킹 요구르트 딸기콘)",['104'],,11,구독자 122명
106,2020/05/09 17:52:25,칼하트 반팔티 리뷰! 셀럽들이 많이 입는 그 브랜드!! 드디어 쇼핑 했습니다 후후..,['656'],,24,8000.0
107,2020/05/09 17:52:37,"[주식리뷰] 파미셀 vs 에스맥, 렘데시비르 수혜주 최종 승자는? 아직 급등 안한 제2의 진원생명과학 긴급공개!",['205'],,14,
108,2020/05/09 17:52:49,"[SUB 보이는 라디오] 우리의 인생 드라마 ""미스터 션샤인 (2018)"" 리뷰 / Our Best K-Drama ""Mr. Sunshine"" Review",['60'],,7,2000.0
109,2020/05/09 17:53:02,ASMR 진비빔면을 이긴 VS대패삼겹살 리얼사운드 리뷰먹방Korea Review Mukbang WOOZZA TV,['54'],,11,
110,2020/05/09 17:53:15,국산 등산스틱 리뷰,['109'],,2,구독자 50명
111,2020/05/09 17:53:27,이 게임 알면 아재 인정?! PC엔진 미니 게임 리뷰 2부!,['555'],,46,3000.0
112,2020/05/09 17:53:39,[Eng Sub] 엑소 수호 [자화상] 앨범 리뷰 (feat. EXO-L) │ 팬들에게 보내는 종합선물세트 “에리야~ 듣고 있니?”,['88'],,24,1000.0
113,2020/05/09 17:53:51,필름꾼 지키미 종이질감필름 리뷰 (feat. 갤럭시탭 a6 10.1),['7'],,3,구독자 38명
114,2020/05/09 17:54:08,[JPN SUB] 니지 프로젝트 Part2 2화 리뷰 Nizi Project Part2 Review #2 虹プロジェクトPart2 2話 レビュー,['177'],,14,구독자 62명
115,2020/05/09 17:54:24,[경기 리뷰] K리그 개막! 전북 vs 수원 - 역시 이동국 & 미친 활약 헨리 & 시즌 첫 퇴장 안토니스,['609'],,10,구독자 146명
116,2020/05/09 17:54:42,슬기로운 의사생활 9화 - 소아청소년과 의사의 리뷰 겸 설명 (AVM 과 사춘기 지연),['112'],,6,구독자 67명
117,2020/05/09 17:54:59,슬기로운 의사생활 9화 - 소아청소년과 의사의 리뷰 겸 설명 (AVM 과 사춘기 지연),['112'],,6,구독자 67명
,Now,Title,View,Coment,Like,Subscriber
0,2020/05/12 20:52:37,좀비가 가득한 휴양지 섬 [영화리뷰 결말포함],['3440'],,336,50000.0
1,2020/05/12 20:52:50,[영화리뷰/결말포함] 3차원에 존재하는 ‘미스터리한 무기’를 줍줍한 꼬맹이의 반전 정체,['57553'],,485,
2,2020/05/12 20:53:02,"이게 바로 포르쉐다. [Porsche 911 Carerra 4S (992), 하체리뷰]",['30611'],,683,370000.0
3,2020/05/12 20:53:16,[땅우양] 전투력 500배 증가하는 스킨!! FPX 베인 리뷰입니다 【FPX 베인 리뷰】【신스킨 리뷰】【Vayne vs Aphelios】【KR C1 AD】,['7136'],,138,100000.0
4,2020/05/12 20:53:30,"(슬리컬리24 솔직 리뷰) 급찐급빠, 급하게 찐 살 하루 만에 빼보자!",['25460'],,2000.0,150000.0
5,2020/05/12 20:53:43,「카트라이더 리그 4강 1경기 HLE VS AF 경기리뷰!」,['22789'],,649,
6,2020/05/12 20:53:56,[영화리뷰/결말포함] 세계 최고층 빌딩에서 근무하는 보안 관리자가 빡빡이 일 때 생기는 일,['560'],,54,
7,2020/05/12 20:54:09,슬기로운 의사생활 리뷰 ep.9 (1) 수술방 온도를 다르게 하는 이유.,['810'],,83,10000.0
8,2020/05/12 20:54:23,"기아 '모닝' 페이스리프트 이렇게 나왔서영!...굿모닝? 배드모닝? (리뷰, 경차, 2020, 페리, 모닝 어반)",['1127'],,159,70000.0
9,2020/05/12 20:54:35,"어벤져스, 겨울왕국, 기생충! 최고의 천만 영화는? (삐맨, 리뷰엉이) [두상형 월드컵]",['18431'],,559,260000.0
10,2020/05/12 20:54:50,경차에 통풍시트가? 기아 신형 모닝 신차 리뷰 Kia Morning(Picanto),['900'],,87,160000.0
11,2020/05/12 20:55:04,캠핑카리뷰 / 엔리코750S 고객의 눈으로 냉정히 살펴보기 / 아리아모빌 / 슈파tv,['300'],,27,3000.0
12,2020/05/12 20:55:18,"[리뷰+나눔] 실험정신으로 만든 국내 전자담배액상 ""액상의 민족"" 청포도소르베, 라임사이다, 수박소르베, 포테이토",['456'],,57,10000.0
13,2020/05/12 20:55:33,[와인딩리뷰] K5 2.0 (DL3) 와인딩에서의 성능은? 생긴 건 300마력인데...,['9328'],,168,70000.0
14,2020/05/12 20:55:46,,['3534'],,166,80000.0
15,2020/05/12 20:55:58,여자들이 애인에게 폰을 보여줄 수 없는 이유 [썰리뷰],['272'],,30,
16,2020/05/12 20:56:13,(리뷰왕) 여성용 클럽의 '절대강자'! 온오프 LADY LP 419 드라이버우드유틸,['157'],,11,130000.0
17,2020/05/12 20:56:25,극도의 답답함을 느끼게 만드는 발암 좀비영화 -쿼런틴2- [영화리뷰 결말포함],['4256'],,66,70000.0
18,2020/05/12 20:56:38,[렛츠리뷰:탁구용품 어디까지 써봤니?] 닛타쿠 파스탁 G-1 ABS 40+ 선수지급용(50도) 솔직 리뷰!,['336'],,,40000.0
19,2020/05/12 20:56:50,키스 젤리 솔직 리뷰 입니다.,['7916'],,362,70000.0
20,2020/05/12 20:57:11,GLOSSIER unboxing & 엉망 진창 리뷰 | London Vlog | 슬기로운 런던생활,['70'],,,
21,2020/05/12 20:57:26,[드라마리뷰 결말포함]만능칼 하나로 지구정복이 가능한 유일한 남자!!! 맥가이버!! 추억의 미드시리즈. 맥가이버 시즌1.1화[영화리뷰 결말포함],['110'],,6,1000.0
22,2020/05/12 20:57:39,헐리웃에서 신는 간지 쓰레빠! 아디다스 이지슬라이드 리뷰  l 요즘사람 김가오,['241'],,9,90000.0
23,2020/05/12 20:57:52,[결말포함] 당신이 바람피고 있다면 꼭 봐야될 영화,['4301'],,39,20000.0
24,2020/05/12 20:58:05,핵 전쟁후 새롭게 태어난 도시들 (영화리뷰 결말포함),['863'],,8,9000.0
25,2020/05/12 20:58:22,[실화] 세계 최악의 태국감옥에 던져진 영국인 (영화리뷰 결말포함),['3141'],,84,30000.0
26,2020/05/12 20:58:34,[영화리뷰 결말포함] 지독한 인간수업!! [두리무비],['284'],,22,구독자 102명
27,2020/05/12 20:58:47,"망설이지 말고, 시작하세요!! 갓겜 리뷰 - [카트라이더 러쉬 플러스]",['1832'],,92,30000.0
28,2020/05/12 20:59:00,"[슬기로운 의사생활 리뷰] #06 수술과 전공의들이 보는 의학 드라마, 정말 부러운 완전체 친구들 99즈, 훈훈한 병원 이야기",['144'],,15,구독자 229명
29,2020/05/12 20:59:13,은가누 vs 로젠스트루이크 경기리뷰,['4316'],,76,8000.0
30,2020/05/12 20:59:26,Helinox Insiders_헬리녹스 체어원 라지 리뷰,['144'],,25,1000.0
31,2020/05/12 20:59:43,배기음이 연상 되십니까? (페가시 토로스 리뷰) 람보르기니 우르스 GTA5 슈퍼 SUV,['18899'],,508,30000.0
32,2020/05/12 20:59:55,UFC 249 퍼거슨vs게이치 (총 3경기) 리뷰,['76816'],,550,4000.0
33,2020/05/12 21:00:08,[영화리뷰/결말포함]훈장을 받은 특전사와 교관의 숨 막히는 추적 그리고 나이프 대결의 승자는?[28],['770'],,21,7000.0
34,2020/05/12 21:00:20,"""신형 아반떼로 서킷 타면 생기는 일! 구형보다 훨씬 좋다구?"" 강병휘 선수의 현대 신형 아반떼 리뷰 (feat. 강병휘와 기타등등)",['32514'],,549,320000.0
35,2020/05/12 21:00:32,2만원으로 해결! 여름에 화장 무너지고 난리나는 지성 피부를 위한 파운데이션 리뷰  / 깡나,['11258'],,303,140000.0
36,2020/05/12 21:00:44,[애니리뷰]선생님이 너무 귀여워서 사귀고 싶어지는 애니,['81'],,4,4000.0
37,2020/05/12 21:00:57,"우리는형제입니다 소닉 [[최신영화 순위 추천 소개 리뷰 결말포함영화가좋다,리뷰채널,외국 무료영화,헐리우드]] 출발비디오여행",['17'],,2,구독자 407명
38,2020/05/12 21:01:09,내돈내산 면도기 리뷰,['6492'],,139,90000.0
39,2020/05/12 21:01:26,슬라임 판매 | 핵 저렴 | SLIME ASMR | 슬라임 리뷰 | 서포터즈 | J&S 슬라임,['116'],,,1000.0
40,2020/05/12 21:01:38,자이언트 펭TV 제작진의 펭수 굿즈 리뷰 2탄ㅣ제작진 한정 굿즈ㅣ펭수 우산 ㅣ펭수컬러링북 ㅣ펭수파우치ㅣ펭수필통ㅣ펭수 에어팟 하드케이스,['641'],,100,구독자 841명
41,2020/05/12 21:01:49,"프린팅 반팔티!! 무신사 상위 랭킹 반팔티 대량 리뷰!! | 디스이즈네버댓, 비바스튜디오, mmlg, 카파",['512'],,63,80000.0
42,2020/05/12 21:02:02,😝 뽀슬라임 젤리 박스 리뷰 🔫,['576'],,55,7000.0
43,2020/05/12 21:02:14,세미캠핑카의 끝! 갓 뽑은 스타렉스 캠핑카 리뷰!!,['360'],,36,2000.0
44,2020/05/12 21:02:26,[볼링] 볼리뷰   스톰 STORM 크리티컬 코드 VS 코드 익스트림 김현범프로 クリティカル・コード（CRITICAL CODE ),['7347'],,185,4000.0
45,2020/05/12 21:02:38,A3 스틸 얼라이브 7시 20분 개발자노트 리뷰  [신작/모바일/달빛조각사/V4/리니지],['135'],,6,9000.0
46,2020/05/12 21:02:52,한시간 동안 나는 뭘 한건가...자괴감... [최재희의 올리뷰 8회],['174'],,,20000.0
47,2020/05/12 21:03:04,『한화생명 vs 프릭스 4강 은택시점 템전 리뷰』 [카트 이은택],['7349'],,220,10000.0
48,2020/05/12 21:03:16,[뼈때리뷰] EP.08 인기 호신용품 6종 리뷰! 실제로 써보니...?!,['163'],,1,30000.0
49,2020/05/12 21:03:35,다 있는 경량 배낭 | 엑스패드 라이트닝 45 리뷰 (Exped Lightning 45 Review) | 백패킹배낭추천 | 백패킹장비리뷰,['188'],,15,1000.0
50,2020/05/12 21:03:48,BBQ 신메뉴 리뷰! 솔직하게 전부 알려드리겠습니다🙂,['167'],,17,20000.0
51,2020/05/12 21:04:01,다온디앤티 포스650 실카리뷰 입니다. 너무 좋아져서 깜짝 놀랐어요,['197'],,15,4000.0
52,2020/05/12 21:04:14,정말 작은 유모차로 가볍게 떠나봐요! - 언박싱부터 리뷰까지 / 부가부 앤트 | Miree's REVIEW,['104'],,15,3000.0
53,2020/05/12 21:04:27,[리뷰/나눔] 다니엘쥬스 6종 (자몽/레몬/바나나/샤인머스켓/망고/카푸치노) [Vaper JEJE],['85'],,25,1000.0
54,2020/05/12 21:04:40,게이치 VS 퍼거슨 경기리뷰 ft. 하빕 *스포주의* [서동수],['1614'],,25,2000.0
55,2020/05/12 21:04:53,,['345'],,10,10000.0
56,2020/05/12 21:05:07,국산 게이밍 노트북계의 괴라는 나물...! / 노트북 리뷰 한성컴퓨터 BossMonster RX5067T [노리다],['273'],,8,30000.0
57,2020/05/12 21:05:20,[SUB]신메뉴 리뷰! 반미 샌드위치!,['945'],,80,30000.0
58,2020/05/12 21:05:34,극소량 발매한 뉴발란스 더블탭스 992 전격리뷰!,['51'],,9,1000.0
59,2020/05/12 21:05:47,[Review] 작사가 JQ의 강다니엘 'CYAN' 리뷰,['1704'],,523,5000.0
60,2020/05/12 21:06:00,"[검은사막M] 5월2주차 패치노트 상세리뷰[신규캐릭터 아처출시,영광의길15균열,망치이벤트,대사막이벤트등]",['1324'],,21,10000.0
61,2020/05/12 21:06:22,"신축성,통기성,가성비 3대장 남자팬티 [뭐이런리뷰]",['195'],,,1000.0
62,2020/05/12 21:06:35,"인간수업 시즌 1 리뷰 4탄 : ""이실장(왕철)이 목숨 걸고 바나나클럽 노래방에 간 이유 || 민희 정다빈 최민수 | 넷플릭스 추천 드라마 | Extracurricular",['413'],,12,2000.0
63,2020/05/12 21:06:48,"[1R리뷰] '더 강해진' 병수볼, 올해는 뭐가 달라졌을까?",['116'],,13,2000.0
64,2020/05/12 21:07:01,2020.5.11 안타레스 리뷰,['56'],,7,5000.0
65,2020/05/12 21:07:15,[UFC통신] UFC 249 리뷰 '이런 게이치 처음이야! 자만심 넘쳤던 퍼거슨' - 이학로 통신원,['107'],,2,4000.0
66,2020/05/12 21:07:28,"[오늘의리뷰] GOT7(갓세븐) ""NOT BY THE MOON"" M/V Reaction 리뷰!!!!",['2669'],,242,
67,2020/05/12 21:07:41,[로블록스] 외국에서 핫한 재밌는 게임 리뷰! 로블록스 스카이블럭,['12367'],,240,10000.0
68,2020/05/12 21:07:54,[UFC통신] UFC 249 리뷰 '모두가 그렉 하디를 싫어하는 이유' - 이학로 통신원,['58'],,1,4000.0
69,2020/05/12 21:08:07,시흥동 사거리 오피스텔과 원룸 탐방 리뷰  (feat. 제보영상),['1005'],,29,9000.0
70,2020/05/12 21:08:20,"[무엇이든 리뷰] 화요리뷰 /​ ""모여봐요, 동물의 숲"" 열풍 이유 ​​(20.05.12)",['178'],,3,60000.0
71,2020/05/12 21:08:32,"다시 뜨는 언택트 관련주 더존비즈온, 청담러닝 리뷰 (신고가 뚫고, 중국 진출하고)",['116'],,21,1000.0
72,2020/05/12 21:08:45,화제의 '부부의 세계' 와인 100% 리뷰,['529'],,42,2000.0
73,2020/05/12 21:08:57,"(검은사막M) 2020.05.12 업데이트 상세리뷰 [신규캐릭 아처 확정 , 낭랑 천랑 밸런스 패치등!]",['520'],,47,30000.0
74,2020/05/12 21:09:12,[베짱이TV] 햄버거 리뷰 🍔 눈감고 제로콜라 맞추기🥤,['197'],,21,
75,2020/05/12 21:09:25,"하이모 ""이덕화""님이 현재 쓰고 계신 가발 리뷰했습니다.",['476'],,29,구독자 524명
76,2020/05/12 21:09:48,[PES2020모바일]인자기의 위치선정이 빛난 골//인자기 리뷰 예고편,['804'],,,10000.0
77,2020/05/12 21:10:00,이누야샤 극장판 거울속의 몽환성 [결말포함/리뷰],['502'],,19,10000.0
78,2020/05/12 21:10:13,,['70'],,9,10000.0
79,2020/05/12 21:10:26,5월 무료!! SERATO PLAY리뷰 (필히 시청) [NOSTALGIC TURNTABLISM],['29'],,4,1000.0
80,2020/05/12 21:10:39,동화책 리뷰 fairy tale_함께하는 마음 안아주기(리뷰)/어린이날/안아주기 그림책시리즈/가족사랑/가정의 달/임상심리학자 글/초등교과연계_Storyteller 써니,['147'],,3,3000.0
81,2020/05/12 21:10:51,[레고 리뷰] 락시 카이타 리뷰 (Lego Bionicle Rahkshi kaita Review),['175'],,11,구독자 227명
82,2020/05/12 21:11:05,99초면 끝! 세상 짧은 리뷰! 제멋 에디 오버핏 반팔[짤뷰],['103'],,14,2000.0
83,2020/05/12 21:11:17,레고신상 75549 미니언즈 바이크 추격전 언박싱 리뷰 lego 75549 Unstoppable Bike Chase unboxing review,['57'],,11,구독자 540명
84,2020/05/12 21:11:32,"그 시절 광고, 누나한테 옛날 얘기 들으면 생기는 일 칸쵸 리뷰! (Three Wishes님 리뷰 신청) - 레숄",['54'],,10,1000.0
85,2020/05/12 21:11:45,뭉침 1도 없는 말랑콩떡 데이지크 젤리 블러셔 리뷰 | 파우더룸(POWDERROOM),['79'],,5,
86,2020/05/12 21:11:58,남자 아노락 스타일링 TIP💁‍♀️ 아노락 반집업 후드 리뷰🤟,['236'],,6,30000.0
87,2020/05/12 21:12:11,[애니리뷰] 사륜안!!!  [전설의 용자의 전설],['150'],,,구독자 564명
